Locals,Area,Bath,Floor,Zone,Price
1,33,1,4,San Lorenzo,140000
4,127,2,2,Borgo,690000
2,66,1,3,Val Cannuta,240000
1,40,1,3,Ostia Ponente,99000
3,100,1,3,Marconi,370000
4,76,2,0,Monte Sacro,379000
4,126,2,3,Tor de' Cenci,258000
2,55,1,R,Casal Bruciato,230000
2,65,1,8,Monti Tiburtini,220000
4,100,1,0,Primavalle,420000
4,130,2,5,Torrino,495000
3,160,2,3,Casalotti,410000
3,97,2,2,Monte Spaccato,245000
4,130,2,5,Torrino,495000
4,95,2,4,Villa Chigi,385000
3,60,1,1,Magliana,149000
4,80,2,A,Ponte di Nona,149000
3,75,2,0,Colli Albani,268000
2,64,1,0,Castel di Leva,180000
3,65,1,2,Dragona,140000
5+,150,3,0,Tomba di Nerone,590000
4,95,1,2,Centocelle,190000
4,136,2,3,Torrino,359000
2,55,1,6,Mostacciano,160000
3,90,1,3,Monteverde Nuovo,319000
2,73,1,0,Valli,235000
2,39,1,0,Flaminio,240000
2,75,1,7,Montagnola,275000
3,100,1,A,Rinnovamento,275000
1,43,1,2,Bravetta,130000
1,45,1,1,Olgiata,75000
3,80,1,0,Arco di Travertino,79000
5,157,2,0,Porta di Roma,615000
3,140,2,1,Anagnina,260000
3,95,1,1,Torre Spaccata,179000
2,71,1,1,Statuario,208000
2,66,1,5,Centocelle,139000
3,60,2,1,Castelverde,135000
3,85,1,1,Monteverde Nuovo,299000
2,70,1,1,Balduina,305000
4,115,2,6,Tintoretto,369000
2,65,1,1,Balduina,295000
2,65,1,1,Balduina,285000
2,58,1,1,Balduina,279000
3,80,2,0,Torrino,349000
2,80,1,1,Balduina,329000
5,169,2,2,Monte Sacro,450000
4,100,1,2,Torre Angela,169000
3,96,1,2,San Giovanni,395000
3,120,1,6,Marconi,400000
2,55,1,3,Torre Spaccata,109000
2,70,1,2,Tor Cervara,190000
5,150,2,4,Balduina,475000
3,90,1,3,Ostia Levante,250000
2,50,1,2,Torre Spaccata,125000
3,100,2,A,Morena,225000
3,75,1,3,Borghesiana,125000
2,54,1,0,Centocelle,125000
2,62,1,1,Centocelle,165000
2,70,1,2,Bravetta,155000
5,188,3,A,Torrino,580000
2,74,1,5,Monte Sacro,249000
4,175,3,1,Nuovo Salario,520000
4,136,2,3,Torrino,359000
4,131,1,1,Piazzale degli Eroi,495000
5,220,2,3,Prati,1150000
5,149,2,3,Piccolomini,598000
3,101,1,S,Villa Chigi,325000
3,75,1,A,Nuovo Salario,234000
4,150,2,2,Torre Spaccata,399000
3,94,1,6,Cinecittà,220000
4,128,2,4,Nuovo Salario,295000
2,72,1,1,Centocelle,155000
3,90,1,2,Esquilino,385000
4,120,2,R,Casal Bruciato,265000
3,95,1,2,Appio Latino,299000
2,65,1,9,Villa Fiorelli,195000
3,75,1,2,Ostia Levante,169000
3,90,2,0,Settebagni,309000
5,180,2,1,Appio Latino,650000
3,67,1,5,Boccea,220000
5,160,3,1,Mezzocammino,398000
3,60,1,A,Mezzocammino,265000
3,90,2,5,Spinaceto,178000
2,60,1,2,Casal Bruciato,250000
4,115,2,0,Mezzocammino,325000
3,75,1,2,Torrevecchia,179000
4,130,1,0,Torre Maura,320000
3,90,1,4,Settebagni,329000
3,70,1,6,San Lorenzo,229000
4,90,1,6,San Lorenzo,249000
4,140,2,6,Cinecittà,374000
4,115,2,0,Cinecittà,319000
3,85,1,2,Mezzocammino,188000
4,100,2,3,Ponte Mammolo,270000
3,80,1,A,Ponte Mammolo,179000
2,85,1,4,Valli,265000
4,140,2,4,Città Giardino,465000
4,165,2,1,Appio Latino,679000
3,80,1,1,Castelverde,138000
3,90,2,5,Spinaceto,259000
3,100,1,1,Morena,245000
3,100,1,A,Nuovo Salario,275000
4,130,2,4,Villa Bonelli,348000
4,127,2,R,Casalotti,209000
2,55,1,2,Corviale,149000
3,100,2,2,Torrino,490000
2,82,1,0,Casal Bertone,296000
2,51,1,1,Casal Bertone,175000
2,51,1,1,Castel di Leva,130000
2,68,2,2,Casal Bertone,245000
3,87,1,0,Casalotti,219000
3,60,1,5,Monteverde Nuovo,230000
3,77,2,1,Casal Bertone,255000
5,135,2,3,Policlinico,610000
4,120,1,A,Monti Tiburtini,370000
2,75,1,0,Casal Bertone,269000
2,57,1,R,Mostacciano,215000
3,90,1,0,Casal Palocco,173000
2,50,1,2,Torre Spaccata,125000
4,100,1,1,Ostia Levante,215000
3,90,1,0,Primavalle,259000
2,50,1,2,Torre Spaccata,125000
2,45,1,0,Tomba di Nerone,180000
3,85,1,1,Esquilino,395000
3,80,1,1,Furio Camillo,380000
4,77,1,1,Ostia Ponente,107500
2,49,1,1,Malafede,129000
3,100,2,5,Ostiense,335000
2,60,1,2,Acilia,155000
5,140,2,4,Montagnola,430000
4,120,1,4,Marconi,360000
2,62,1,S,Policlinico,189000
4,100,3,3,Fonte Ostiense,300000
4,180,2,1,Villa Chigi,795000
3,100,1,2,Rocca Cencia,114000
3,60,1,1,Farnesina,275000
3,75,2,R,Morena,189000
2,41,1,3,Pigneto,105000
2,65,1,6,Acilia,155000
3,80,1,3,Romanina,130000
2,50,1,2,Euclide,325000
2,74,1,2,Primavalle,260000
3,55,1,0,Bravetta,145000
2,60,1,3,Centocelle,139000
3,90,1,2,Vitinia,189000
5,150,2,0,Balduina,479000
2,98,1,3,Ostia Levante,145000
2,68,1,1,Acilia,120000
2,62,1,0,Acilia,149000
2,84,1,3,Ostia Ponente,169000
4,110,3,R,Bologna,440000
4,145,2,0,Casalotti,259000
4,130,2,2,Ostia Ponente,309000
3,100,2,1,Prati,650000
2,34,1,2,Casalotti,65000
2,45,1,2,Torre Spaccata,109000
1,38,1,5,Primavalle,160000
3,70,1,0,Ostia Levante,189000
2,75,1,4,Casal Bruciato,210000
4,110,2,A,Axa,315000
5+,326,2,4,Villa Ada,2700000
2,50,1,2,Torre Spaccata,125000
3,80,1,0,Monteverde Nuovo,259000
4,110,2,4,Casale Nei,310000
4,100,2,1,Ponte Galeria,204000
3,106,1,2,Tor Vergata,165000
3,100,1,1,Corviale,335000
4,150,2,3,Villa Chigi,695000
1,30,1,1,Centocelle,80000
1,55,1,4,Marconi,180000
2,50,1,2,Anagnina,155000
5+,184,2,4,Borghesiana,78500
5,88,2,4,Villa Bonelli,348000
2,79,1,3,Torrino,275000
2,45,1,0,Villa Chigi,240000
3,120,2,3,Casaletto,460000
3,120,2,3,Casaletto,400000
3,100,1,A,Colli Albani,348000
5,290,3+,1,Torre Gaia,498000
2,96,1,7,Cinecittà,275000
2,55,1,1,Torre Spaccata,129000
2,70,1,4,Monte Sacro,220000
4,90,2,1,La Giustiniana,299000
3,85,2,7,Città Giardino,360000
5+,200,3+,2,Aventino,2090000
4,120,2,3,Casal Bruciato,370000
4,87,1,7,Villa Chigi,380000
4,115,2,2,Rocca Cencia,135000
2,50,1,2,Torre Spaccata,125000
4,192,3,A,Val Cannuta,580000
3,91,1,0,Cinecittà,230000
2,80,2,2,Vitinia,290000
4,180,2,5,Trastevere,1270000
2,55,1,3,Cortina d'Ampezzo,210000
4,90,1,1,Piazzale degli Eroi,430000
3,90,1,7,Pigneto,229000
3,80,1,2,Furio Camillo,299000
3,90,1,1,Villa Chigi,370000
1,30,1,0,Pigneto,98000
3,90,1,7,Cinecittà,225000
4,160,2,1,Casaletto,460000
3,74,1,1,Monteverde Nuovo,235000
5,300,2,R,Bravetta,520000
3,110,1,0,Parioli,399000
1,30,1,0,La Storta,40000
1,40,1,1,Acilia,105000
2,72,1,3,Città Giardino,250000
3,80,1,1,Monteverde Nuovo,299000
3,82,1,5,Cinecittà,299000
2,60,1,1,Castelverde,135000
3,60,1,6,Cinecittà,195000
2,63,1,4,Casalotti,159000
5+,194,3,6,Giuliano Dalmata,680000
2,55,1,1,Castelverde,125000
4,125,2,4,San Godenzo,475000
3,88,1,3,Centocelle,229000
3,70,1,8,Acilia,155000
5,300,2,R,Bravetta,650000
4,135,2,2,Fleming,520000
3,75,2,2,Torrevecchia,238000
3,96,1,0,Casal Bernocchi,283000
3,66,1,1,Casalotti,175000
2,40,1,0,Ponte Mammolo,99000
3,100,2,0,Tufello,375000
5,180,3,2,Tomba di Nerone,480000
3,85,1,0,Fidene,198000
2,55,1,1,Infernetto,145000
4,220,3+,1,Torre Gaia,498000
5+,260,3+,A,Euclide,1780000
3,90,2,2,Colli Aniene,289000
2,64,1,3,Centocelle,150000
3,85,1,5,Cinecittà,189000
2,50,1,0,Ponte Mammolo,145000
2,65,1,2,Morena,159000
3,80,1,2,Rocca Cencia,129000
3,85,2,7,Città Giardino,360000
3,100,2,5,Casale Nei,389000
1,55,1,0,Acilia,115000
3,115,1,2,Ostia Ponente,219000
2,55,1,R,Porta di Roma,239000
3,80,2,2,La Storta,144500
3,82,1,0,Val Cannuta,265000
3,85,1,6,Valli,287000
2,40,1,2,Finocchio,135000
2,67,1,1,Città Giardino,239000
2,60,1,4,Garbatella,260000
2,75,1,A,Pigneto,210000
4,100,2,1,Torrino,380000
3,110,2,A,Villa Chigi,620000
3,70,1,4,Pigneto,199000
2,75,1,R,Balduina,295000
2,60,1,2,Settebagni,112000
2,90,2,2,Appio Latino,330000
2,55,1,1,Caracalla,430000
4,150,2,3,Euclide,890000
1,30,1,A,Fidene,78000
3,90,1,3,Prati,470000
2,60,1,0,Centocelle,115000
2,75,1,7,Marconi,150000
2,78,1,7,Pigneto,144342
3,75,1,R,Monte Spaccato,145000
2,85,1,2,Appia Pignatelli,330000
2,95,2,0,Mezzocammino,500000
2,55,1,0,Casal Palocco,219000
3,75,1,1,Infernetto,189000
5,120,1,2,Garbatella,525000
5+,230,3,1,Nuovo Salario,760000
3,72,1,2,San Paolo,173000
3,110,2,11+,Fonte Ostiense,139000
3,80,2,5,San Basilio,230000
5+,193,2,2,Farnesina,929000
3,70,1,0,Centocelle,189000
1,40,1,5,Trevi,199000
5+,180,2,1,Villa Chigi,780000
3,120,2,1,Villa Gordiani,365000
4,108,2,3,Monte Sacro,530000
4,110,1,1,Borghesiana,195000
5,125,2,2,Spinaceto,265000
4,121,1,1,Villa Fiorelli,490000
5+,328,3+,4,Porta Pia,2450000
3,80,1,2,Torre Spaccata,149500
2,60,1,A,Centocelle,185000
4,109,2,2,Castel di Leva,420000
1,47,1,1,Furio Camillo,148000
2,60,1,1,Ponte di Nona,149000
3,140,2,0,Cortina d'Ampezzo,590000
1,30,1,0,Quadraro,119000
2,76,1,0,Torrevecchia,225000
3,90,1,1,Borghesiana,109000
3,85,1,1,Città Giardino,249000
1,15,1,0,Villa Ada,90000
3,110,2,A,Torre Maura,235000
5,113,2,2,Tomba di Nerone,340000
2,57,1,2,Trionfale,190000
5,140,2,1,Cortina d'Ampezzo,570000
5,156,3+,A,Parioli,1400000
3,115,1,2,Colli Albani,325000
3,90,2,0,Monte Sacro,473000
4,149,2,2,Valli,375000
3,105,1,1,Anagnina,265000
3,120,2,2,Mostacciano,350000
3,85,1,6,Villa Gordiani,219000
3,90,1,2,Torrevecchia,275000
3,80,1,3,Pigneto,239000
4,116,2,R,Val Cannuta,335000
5+,281,3+,4,Piccolomini,997000
5,146,2,3,Fonte Ostiense,490000
4,106,2,3,Nuovo Salario,320000
3,115,2,1,Cortina d'Ampezzo,535000
4,144,2,4,Montagnola,419000
1,30,1,1,Piccolomini,199000
2,65,1,6,Casal Bertone,219000
3,70,1,2,Casaletto,230000
3,70,1,2,Casaletto,230000
5+,190,3,A,Fleming,749000
2,42,1,3,Settecamini,125000
3,70,1,2,Casaletto,230000
3,70,2,3,Mostacciano,175000
4,115,2,0,Cinecittà,319000
5+,170,3,3,Medaglie d'Oro,890000
4,130,2,4,Villa Bonelli,348000
3,90,1,5,Casal Bertone,299000
4,141,2,2,Policlinico,640000
5,159,2,3,Val Cannuta,660000
2,60,1,1,Villa Gordiani,149000
2,44,1,3,Centocelle,113000
4,120,1,5,Bologna,560000
3,65,1,0,Giardinetti,99000
2,80,2,4,Torrino,329000
4,110,2,1,Tor Vergata,270000
4,119,2,0,Cinecittà,319000
2,55,1,4,Marconi,180000
3,120,1,0,Valli,249000
4,98,1,7,Spinaceto,185000
3,91,1,1,Magliana,165000
5+,263,3+,A,Tintoretto,890000
5,147,2,3,Labaro,389000
2,75,1,4,Colle del Sole,199000
5+,351,3+,A,Parioli,2280000
3,101,1,7,Cinecittà,259000
5,210,3,2,Cortina d'Ampezzo,750000
5,84,2,8,Torre Angela,167000
5+,204,3,4,Euclide,920000
5,180,2,3,Giuliano Dalmata,585000
3,96,2,1,Casal Bernocchi,185000
3,75,1,4,Colle del Sole,240000
3,80,1,2,Rocca Cencia,129000
5,135,2,1,Esquilino,640000
3,85,1,1,Torrino,348000
2,50,1,2,Furio Camillo,210000
2,60,1,7,Casal Bertone,229000
3,91,1,S,Monteverde Vecchio,375000
5,150,2,4,Colle del Sole,439000
3,101,2,5,Ostiense,375000
2,60,1,1,Ponte Mammolo,179000
3,95,2,2,Ostia Levante,250000
5,190,3,A,Vigna Stelluti,749000
3,60,1,R,Fontana Candida,109000
2,65,1,R,Piazza del Popolo,540000
4,120,1,4,Marconi,360000
4,98,2,2,Anagnina,245000
4,75,1,2,Borghesiana,185000
5,105,2,3,Villa Gordiani,259000
1,40,1,1,Sallustiano,169000
5,135,3,1,Appio Latino,489000
3,85,2,2,Casal Monastero,190000
3,85,2,2,Casal Monastero,190000
2,48,1,1,Pigneto,148000
3,100,2,2,Settebagni,210000
4,100,1,7,Furio Camillo,360000
3,106,2,R,Prima Porta,179000
3,90,1,5,Tor de' Schiavi,249000
2,45,1,4,Via Giulia,440000
5+,157,2,1,Castro Pretorio,525000
2,78,1,3,Fleming,355000
2,68,1,0,Mostacciano,217000
4,120,2,2,Villa Ada,650000
2,57,1,2,Portuense,169000
2,69,1,0,Valle Santa,160000
5+,250,3,A,Spagna,2800000
2,67,1,2,Monteverde Nuovo,239000
3,98,1,1,Magliana,259000
4,175,3,1,Nuovo Salario,520000
3,109,2,1,Portuense,299000
3,96,1,3,Magliana,249000
3,65,1,2,Primavalle,179000
2,40,1,3,Centocelle,115000
5+,225,3,1,Pineta Sacchetti,690000
2,63,1,7,Villa Gordiani,175000
3,92,1,5,Monteverde Nuovo,309000
3,80,1,3,Colle Oppio,469000
2,88,1,3,Esquilino,385000
3,148,2,3,Marconi,370000
3,77,1,0,Portuense,209000
3,90,1,1,Monteverde Nuovo,299000
2,73,1,0,Casaletto,245000
3,70,1,2,Torre Angela,130000
4,115,1,2,Nuovo Salario,290000
4,160,2,3,Roma 70,385000
2,65,1,0,Ostia Levante,149000
3,90,1,5,Montagnola,349000
4,83,2,2,Romanina,275000
2,60,1,4,Bravetta,175000
1,60,1,0,San Paolo,175000
3,80,2,4,Casal Bertone,225000
2,50,1,0,Tor Vergata,139000
2,73,1,0,Centocelle,175000
3,128,2,1,Villa Bonelli,419000
5,208,3,2,Villa Bonelli,549000
5,206,3,4,Villa Bonelli,949000
5+,112,2,2,Trastevere,399000
2,50,1,2,Vigna Stelluti,330000
4,120,2,4,Esquilino,400000
2,57,1,3,Primavalle,180000
1,50,1,6,Tor de' Schiavi,150000
2,45,1,S,Torrevecchia,105000
2,62,1,R,Torre Spaccata,145000
3,75,1,8,Policlinico,375000
4,135,2,3,Cipro,520000
2,66,1,3,Borghesiana,119000
3,84,1,2,Quarto Miglio,199000
3,72,1,8,Policlinico,370000
2,55,1,2,Appio Latino,209000
2,65,1,2,Bravetta,169000
5,211,2,A,Parioli,1200000
5+,351,3+,A,Parioli,2280000
4,145,2,A,Parioli,980000
5,211,2,A,Parioli,1200000
4,145,2,A,Parioli,980000
4,98,2,S,Prati,170000
3,100,1,2,Ostia Ponente,195000
4,130,2,1,Casaletto,435000
3,80,2,R,Rocca Cencia,205000
3,65,1,0,Bologna,300000
3,93,2,4,Piccolomini,375000
4,95,2,2,Casal Bruciato,320000
3,72,2,1,Ponte di Nona,159000
3,90,1,4,Delle Vittorie,399000
4,105,2,5,Cipro,402000
4,98,1,4,Garbatella,385000
3,107,2,4,Trastevere,359000
2,50,1,2,Pigneto,120000
2,84,1,0,Torre Maura,179000
3,90,2,3,Monte Sacro,399000
3,111,1,8,Marconi,295000
2,50,1,0,Porta di Roma,235000
4,143,1,1,Coppedè,650000
3,71,1,0,Testaccio,339000
3,85,2,5,Spagna,738000
3,95,1,3,Monti Tiburtini,290000
4,150,2,2,Torre Angela,199000
2,68,1,3,Primavalle,209000
3,76,1,2,Torre Spaccata,145000
3,120,1,3,Monteverde Vecchio,315000
4,130,2,1,Montagnola,335000
3,90,2,2,Torre Spaccata,219000
5,125,2,2,Pineta Sacchetti,578000
2,75,1,A,Re di Roma,370000
2,60,1,0,Bravetta,165000
3,99,1,A,Centocelle,269000
2,50,1,4,Casal Palocco,105000
3,90,1,R,Balduina,295000
3,93,1,3,Torre Maura,145000
4,151,1,1,Casalotti,249000
2,72,1,4,Centocelle,175000
2,65,1,2,Acilia,179000
4,121,2,1,Tomba di Nerone,280000
4,128,2,4,Montecitorio,1250000
2,65,1,3,Dragona,165000
4,105,2,5,Dragona,219000
4,130,2,4,Bravetta,260000
3,115,1,3,Quadraro,279000
3,70,1,1,Villa Gordiani,175000
3,82,2,1,Collina delle Muse,289000
2,38,1,2,San Godenzo,145000
3,87,1,5,Cinecittà,265000
4,85,1,1,Torre Spaccata,199000
3,103,1,2,Portuense,315000
3,100,1,2,Villa Chigi,299000
4,175,3,A,Monteverde Vecchio,820000
2,75,1,3,Cinecittà,320000
4,130,2,3,Monti,950000
2,50,1,7,Flaminio,370000
4,102,2,1,Coppedè,580000
3,100,2,4,Montagnola,359000
2,54,1,0,Tor Vergata,85000
5,132,2,A,Coppedè,645000
3,120,1,1,Centocelle,255000
5,150,2,1,Cinecittà,490000
4,110,1,0,Fonte Ostiense,299000
2,40,1,3,Coppedè,300000
1,36,1,3,Appio Latino,205000
3,85,1,6,Pietralata,225000
3,100,2,1,Casal Palocco,239000
3,70,1,2,Castelverde,129000
3,90,2,2,Castelverde,174000
2,60,1,1,Ponte di Nona,85000
5,155,2,1,Villa Fiorelli,490000
4,115,2,3,Serpentara,319000
4,105,1,2,Trastevere,730000
5+,265,2,4,Coppedè,950000
3,134,2,3,Mostacciano,455000
3,70,1,3,Monteverde Vecchio,369000
4,115,2,0,Quadraro,319000
3,83,2,R,Colle del Sole,119000
5+,148,2,R,Re di Roma,595000
5+,148,2,R,Re di Roma,595000
5+,148,2,R,Re di Roma,595000
5+,148,2,R,Re di Roma,595000
1,33,1,0,Farnesina,110000
2,50,1,1,Casaletto,199000
3,72,1,5,Cinecittà,249000
3,87,1,3,Piccolomini,320000
3,75,1,A,Quarto Miglio,199000
4,108,3,5,Esquilino,399000
3,84,1,S,Delle Vittorie,370000
3,93,2,1,Mezzocammino,389000
3,65,1,1,Rocca Cencia,125000
3,75,2,1,Malafede,249000
3,145,2,2,Monte Sacro,670000
4,125,2,1,Monte Sacro,350000
2,51,1,4,Casal Palocco,105000
3,87,2,1,Monteverde Vecchio,398000
3,80,2,4,Ostia Ponente,255000
2,90,1,A,Marconi,215000
2,50,1,2,Fonte Ostiense,240000
2,42,1,0,Borghesiana,79000
3,80,2,1,Nuovo Salario,269000
3,85,1,5,Pigneto,269000
2,35,1,R,La Giustiniana,125000
2,52,1,2,Acilia,150000
5+,107,2,1,Città Giardino,255000
3,80,1,1,Nuovo Salario,265000
2,74,1,5,Monteverde Vecchio,370000
3,90,2,3,Torre Spaccata,190000
3,120,2,3,Colle del Sole,160000
2,82,1,1,Santa Fumia,179000
3,85,2,A,Città Giardino,349000
2,60,1,2,Infernetto,129000
2,50,1,R,Casal Monastero,155000
4,135,1,4,Ostia Levante,250000
4,75,1,8,Tor de' Schiavi,103500
4,140,1,4,Ostia Ponente,260000
5,93,1,1,Borghesiana,53000
4,74,1,7,Quadraro,109000
2,50,1,4,Boccea,180000
4,150,2,5,Ostia Levante,470000
1,35,1,0,Trastevere,125000
4,120,2,6,Fonte Ostiense,189000
5,120,2,2,Ostia Levante,245000
2,62,1,1,Malafede,169000
3,80,1,1,Centocelle,199000
5+,241,3,3,Mezzocammino,549000
4,160,2,5,San Basilio,420000
3,55,1,R,Monteverde Vecchio,400000
2,44,1,R,Rocca Cencia,65000
4,120,2,R,La Giustiniana,339000
3,110,2,4,Casal Bruciato,349000
4,90,2,1,Ponte di Nona,189000
3,70,1,0,Ostia Levante,189000
3,80,1,3,Ostia Ponente,180000
4,90,1,1,San Giovanni,520000
3,85,1,S,San Paolo,175000
3,100,1,3,Ostia Ponente,229000
2,60,1,0,Coppedè,340000
3,120,2,0,Fonte Ostiense,349000
2,45,1,1,Ponte Mammolo,135000
3,70,1,4,San Giovanni,430000
2,81,1,4,Torrino,320000
3,90,1,1,La Rustica,170000
2,32,1,S,Monteverde Vecchio,165000
3,85,1,4,Cinecittà,225000
3,80,2,1,Casalotti,199000
2,50,1,0,Villa Chigi,220000
1,35,1,1,Corviale,129000
1,30,1,0,Quadraro,119000
3,110,1,1,Ostia Ponente,179000
3,80,1,2,Esquilino,295000
3,87,1,3,Tor de' Schiavi,255000
4,135,2,6,Cinecittà,374000
4,150,2,4,Ostia Ponente,257000
3,105,2,3,Villa Chigi,540000
2,71,1,3,San Giovanni,295000
1,45,1,1,Baldo degli Ubaldi,170000
4,100,2,1,Finocchio,159000
1,25,1,0,Monteverde Vecchio,110000
4,130,2,3,Montagnola,785000
4,94,2,2,Villa Chigi,540000
3,76,2,2,Colle del Sole,238000
3,92,1,S,Valli,270000
2,70,1,1,Infernetto,160000
3,95,1,2,Piazzale degli Eroi,395000
5,145,2,4,Casal Bernocchi,269000
5+,110,1,1,Labaro,161500
1,50,1,0,Bologna,210000
3,107,2,A,Monti,600000
4,82,1,5,Cinecittà,195000
2,65,1,4,Ostia Levante,169000
3,100,1,5,Cinecittà,258000
4,140,2,1,Monte Sacro,330000
4,140,1,1,Esquilino,510000
3,70,1,1,Casalotti,170000
3,77,1,S,San Giovanni,280000
3,80,1,2,Rocca Cencia,129000
1,45,1,2,Flaminio,239000
2,45,1,2,Torre Spaccata,109000
2,118,2,6,Montagnola,390000
4,114,2,6,Farnesina,506000
4,100,2,1,Casalotti,279000
3,103,2,4,Garbatella,315000
5,101,1,2,Porta Pia,555000
3,80,2,A,Città Giardino,360000
98,Totale superficie principale,garantito,0,Mezzocammino,335000
5+,272,3,4,Cortina d'Ampezzo,996525
4,158,2,1,La Giustiniana,450000
3,115,2,3,Appio Latino,475000
3,70,2,2,Porta di Roma,305000
5+,190,2,2,Esquilino,635000
4,138,2,3,Navigatori,509000
5,120,2,3,Val Cannuta,410000
4,120,1,R,Delle Vittorie,590000
3,106,2,0,Olgiata,250000
3,114,2,3,Marconi,360000
3,55,1,2,Torre Spaccata,189000
5,98,2,2,Tiberina,98000
3,107,2,1,Farnesina,425500
2,67,1,R,Primavalle,220000
2,85,1,8,Garbatella,340000
2,63,1,6,Bologna,390000
2,68,1,1,La Giustiniana,196000
2,50,1,4,Ostia Ponente,165000
3,87,2,2,Ponte Galeria,209000
4,135,2,1,Giuliano Dalmata,375000
4,72,2,2,Morena,250000
3,65,2,1,Morena,276000
3,82,2,0,Morena,287000
2,60,1,0,Morena,187000
3,60,1,1,Morena,199000
3,60,1,0,Morena,242000
5,92,2,2,Morena,289000
5+,200,2,3,Coppedè,890000
2,60,1,R,Balduina,265000
3,87,2,4,Torre Maura,121125
3,75,1,S,Fontana Candida,87000
3,80,2,2,Anagnina,219000
4,140,1,1,Torre Maura,199000
3,90,1,1,Monte Sacro,349000
2,65,1,3,Ponte di Nona,145000
2,50,1,3,Casal Monastero,165000
2,70,1,2,Cinecittà,279000
4,110,1,R,Tintoretto,379000
3,80,1,4,Bravetta,199000
2,79,1,0,Nuovo Salario,320000
3,75,1,2,Monteverde Nuovo,270000
1,50,1,6,Ostia Ponente,179000
1,35,1,0,Tomba di Nerone,79000
4,68,1,2,Centocelle,139000
4,135,2,1,Navigatori,533000
2,45,1,0,Monte Sacro,199000
4,120,1,2,Torre Angela,169000
4,90,2,2,La Storta,164407
3,80,2,2,La Storta,149345
5+,112,2,0,Castel di Leva,349000
2,55,1,1,Torre Spaccata,140000
2,55,1,0,La Storta,105000
3,90,1,R,Colli Albani,299000
1,25,1,0,Casaletto,84000
1,50,1,4,Torrino,350000
3,90,1,2,Fidene,220000
3,87,1,4,Re di Roma,290000
3,67,1,3,Ostia Levante,130000
4,130,2,3,Fleming,490000
1,35,1,0,Saxa Rubra,75000
4,111,1,1,Villa Chigi,399000
2,38,1,S,Centocelle,75000
3,81,1,5,Pigneto,220000
2,100,1,7,Tor de' Schiavi,230000
5,180,2,2,San Paolo,360000
5,162,3,1,Farnesina,696000
3,115,2,3,Cortina d'Ampezzo,626000
3,93,1,1,Città Giardino,288000
3,112,1,3,Cinecittà,298500
4,140,1,1,Esquilino,510000
2,45,1,2,Testaccio,200000
3,89,2,1,La Giustiniana,219500
3,119,1,5,Farnesina,499000
3,100,2,5,Torrino,300000
3,93,2,2,Ponte Mammolo,119000
3,80,2,3,Ponte Milvio,390000
2,35,1,1,Colli Albani,89000
2,69,1,2,Ostia Ponente,135000
3,85,1,1,Primavalle,180000
2,70,1,0,Collina delle Muse,159000
4,106,2,2,Delle Vittorie,450000
5,108,2,5,Flaminio,530000
3,100,1,A,Statuario,290000
4,150,3,0,Borghesiana,215000
3,70,2,4,Castelverde,165000
3,85,1,4,Cinecittà,230000
3,85,2,3,Quadraro,250000
5,125,2,3,Colli Albani,470000
2,70,1,A,Cipro,330000
2,52,1,1,Arco di Travertino,189000
5+,150,2,4,Balduina,585000
3,90,1,1,Villa Gordiani,258000
5+,185,3,0,Aventino,1200000
2,73,1,0,Fleming,275000
2,70,1,0,Fleming,265000
3,75,2,A,Morena,249000
3,100,2,R,Morena,250000
3,88,2,1,Labaro,179000
2,65,1,1,Torre Maura,160000
4,147,2,0,Fleming,540000
3,87,1,2,Casal Bruciato,259000
3,115,2,1,Navigatori,475000
5+,185,3,0,Aventino,1200000
3,93,1,0,Bravetta,195000
2,70,1,S,Villa Chigi,110000
4,140,2,2,San Godenzo,590000
2,70,1,A,Cipro,330000
3,65,1,0,Borghesiana,100000
4,97,2,1,Primavalle,270000
3,85,2,3,Tor Vergata,240000
2,66,1,1,San Lorenzo,320000
5+,189,3+,4,Piazza del Popolo,1500000
3,90,1,R,Cinecittà,229000
5+,180,3+,R,Delle Vittorie,920000
5+,224,2,3,Giuliano Dalmata,540000
5,180,2,5,Valli,499000
3,97,2,1,Casale Nei,215000
2,55,1,1,Saxa Rubra,145000
2,60,1,1,Tomba di Nerone,195000
3,91,2,4,Muratella,247000
3,70,1,5,Valli,255000
3,100,2,3,La Storta,269000
3,100,2,3,La Storta,279000
3,85,2,0,Borghesiana,169000
5,145,2,4,Baldo degli Ubaldi,460000
3,70,1,0,La Storta,240000
5+,180,3,0,Parioli,1850000
5,145,2,4,Piccolomini,460000
4,115,2,2,Piccolomini,420000
4,85,2,1,Torre Angela,129000
3,110,2,2,Villa Ada,625000
3,70,2,R,Ostia Antica,159000
3,70,1,2,Casaletto,230000
4,75,1,0,Bologna,290000
2,68,2,6,Casal Bruciato,320000
3,115,2,1,Cortina d'Ampezzo,385000
2,48,1,R,Trionfale,165000
3,95,1,1,Boccea,299000
5+,177,3+,A,Trigoria,375000
3,100,2,1,Ostia Levante,245000
3,64,1,1,Morena,249000
3,72,1,5,Villa Chigi,349000
2,139,2,3,Porta Pia,770000
3,75,2,1,La Giustiniana,240000
3,126,1,4,Fidene,187000
4,90,2,1,Ponte Galeria,160000
5+,219,3+,A,Bologna,890000
5+,235,2,2,Coppedè,1300000
3,64,1,1,Morena,239000
3,93,1,2,Valli,259000
3,71,1,1,Torrino,289000
